file_path,predicted_mos
Elise_audio/Elise-data-train-00000-of-00001_1035.mp3,2.623046875
Elise_audio/Elise-data-train-00000-of-00001_1035.wav,2.7890625
Elise_audio/Elise-data-train-00000-of-00001_1036.mp3,3.0
Elise_audio/Elise-data-train-00000-of-00001_1036.wav,3.01171875
Elise_audio/Elise-data-train-00000-of-00001_1037.mp3,2.41015625
Elise_audio/Elise-data-train-00000-of-00001_1037.wav,2.619140625
Elise_audio/Elise-data-train-00000-of-00001_1038.mp3,2.65625
Elise_audio/Elise-data-train-00000-of-00001_1038.wav,2.9375
Elise_audio/Elise-data-train-00000-of-00001_1039.mp3,2.4453125
Elise_audio/Elise-data-train-00000-of-00001_1039.wav,2.541015625
Elise_audio/Elise-data-train-00000-of-00001_104.mp3,1.40234375
Elise_audio/Elise-data-train-00000-of-00001_104.wav,1.400390625
Elise_audio/Elise-data-train-00000-of-00001_1040.mp3,2.5859375
Elise_audio/Elise-data-train-00000-of-00001_1040.wav,2.634765625
Elise_audio/Elise-data-train-00000-of-00001_1041.mp3,2.810546875
Elise_audio/Elise-data-train-00000-of-00001_1041.wav,2.76171875
